artist_id	name	followers	popularity	artist_type	main_genre	genres	image_url
7v4imS0moSyGdXyLgVTIV7	Nat King Cole	1089012	68	-	adult standards	['adult standards', 'lounge', 'vocal jazz']	https://i.scdn.co/image/a4c0918f13b67aa8d9f4ea1d64bdba44c51fb1d2
6LuN9FCkKOj5PcnpouEgny	Khalid	8044701	97	singer	pop	['pop']	https://i.scdn.co/image/e52c824585bfeef4d674b509437120805300f557
5CiGnKThu5ctn9pBxv7DGa	benny blanco	337782	81	-	dance pop	['dance pop', 'edm', 'pop', 'tropical house']	https://i.scdn.co/image/4fbb93866c895d1b5c1a6a9a6c03ee248512f669
5Rl15oVamLq7FbSb0NNBNy	5 Seconds of Summer	5067310	88	band	boy band	['boy band', 'dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/81f45e1c43d961f38e0885e79db547b86d25d101
3TVXtAsR1Inumwj472S9r4	Drake	39945500	99	rapper	canadian hip hop	['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']	https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
20sxb77xiYeusSH8cVdatc	Meek Mill	3440813	88	rapper	hip hop	['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/b217f364eae67b267b38bf46887f74437ebac006
4MCBfE4596Uoi2O4DtmEMz	Juice WRLD	5247495	92	singer	chicago rap	['chicago rap']	https://i.scdn.co/image/d8e62447a338a882b490460da20e90aac6d60ae7
1i8SpTcr7yvPOmcqrbnVXY	Ozuna	18535227	98	singer	reggaeton	['reggaeton', 'trap latino']	https://i.scdn.co/image/490e6f87a88682ba890bfaedee0dd0f512fe5c1e
540vIaP2JwjQb9dm3aArA4	DJ Snake	5480925	89	DJ	edm	['edm', 'electronic trap']	https://i.scdn.co/image/4c684a7c0a70d1f506595739c14f8a76ebef6687
0C8ZW7ezQVs4URX5aX7Kqx	Selena Gomez	16476804	87	singer	dance pop	['dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/be6fdf529141e69d5d5c1821d5d038ea1415814b
4q3ewBCX7sLwd24euuV69X	Bad Bunny	14710766	98	singer	reggaeton	['reggaeton', 'trap latino']	https://i.scdn.co/image/22590f4021a00d1cad0821cc46a54395960342ee
5lpH0xAS4fVfLkACg9DAuM	Wham!	884764	71	duo	dance pop	['dance pop', 'dance rock', 'disco', 'europop', 'motown', 'new romantic', 'new wave', 'new wave pop', 'soft rock']	https://i.scdn.co/image/028bf41acbd7858a4a8acf688a392d4ee9e369ef
2HUwZ0kumzCSlhFcjFZfpp	Flipp Dinero	385545	72	singer	rap	['rap', 'trap music', 'vapor trap']	https://i.scdn.co/image/0e7da0bf06635fcfeeea1f0139eaf19ab584b6c8
49e4v89VmlDcFCMyDv9wQ9	Dean Martin	718168	70	singer	adult standards	['adult standards', 'easy listening', 'lounge', 'vocal jazz']	https://i.scdn.co/image/492d4ece2bf7c87952be47359f038182fbf15d9d
7CyeXFnOrfC1N6z4naIpgo	The Ronettes	113501	61	band	brill building pop	['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']	https://i.scdn.co/image/64fbb4886bfb9b34c5319f59d1b599a7bfedcd22
7K78lVZ8XzkjfRSI7570FF	José Feliciano	144930	63	singer	bolero	['bolero', 'latin pop']	https://i.scdn.co/image/6cd24fdecb512d9f182f36b86db42e556aebd1e9
2cWZOOzeOm4WmBJRnD5R7I	Normani	473714	82	singer	dance pop	['dance pop', 'pop', 'post-teen pop', 'r&b']	https://i.scdn.co/image/eaef9743235fa95f1cb777fb690747c2fbd7e01d
4nDoRrQiYLoBzwC5BhVJzF	Camila Cabello	11367121	94	singer	dance pop	['dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/bacdc874225b10f2af8cded61bb088734b6a5810
4GvEc3ANtPPjt1ZJllr5Zl	Bazzi	2037540	88	singer	dance pop	['dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/45509320e642ccb504b927598857768df0468dc6
1vyhD5VmyZ7KMfW5gqLgo5	J Balvin	15392331	99	singer	latin	['latin', 'reggaeton']	https://i.scdn.co/image/7f49c99b5e1c1e0210729e062187518e99b19919
5v8jlSmAQfrkTjAlpUfWtu	Perry Como	183482	59	singer	adult standards	['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']	https://i.scdn.co/image/67994599f4a13b71c23e0fdfc2ffbf9ab94bb513
53XhwfbYqKCa1cC15pYq2q	Imagine Dragons	21374353	91	band	modern rock	['modern rock', 'rock']	https://i.scdn.co/image/01b36ca0f45f2f15117022a2754287a6ca1acdcc
1HY2Jd0NmPuamShAr6KMms	Lady Gaga	8801807	89	singer	dance pop	['dance pop', 'pop']	https://i.scdn.co/image/ea76c82c05174105751f850c8a1db426dd03aa78
4VIvfOurcf0vuLRxLkGnIG	Bradley Cooper	114284	82	-	hollywood	['hollywood']	https://i.scdn.co/image/d207b7babef86bfe4da836d90f894292c78476b7
4x1nvY2FN8jxqAFA0DA02H	John Lennon	2711653	73	singer	album rock	['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock']	https://i.scdn.co/image/235453df655ab34025d1c49fab757ba45fd0ac8a
4m2kfAHEnK7Z7qLGxeWtro	The Plastic Ono Band	17193	59	band	experimental rock	['experimental rock']	https://i.scdn.co/image/3032507cbaffc056ac1ed19fcd9b761adfc4d5e9
0vneleczrRRNPF1vj0x0vy	The Harlem Community Choir	170	42	-	-	[]	-
2s4tjL6W3qrblOe0raIzwJ	Yoko Ono	55679	51	singer	experimental	['experimental', 'experimental pop']	https://i.scdn.co/image/085dd45d1f4f07dd2d7319f966774b561499d156
4STHEaNw4mPZ2tzheohgXB	Paul McCartney	2386844	76	singer	album rock	['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']	https://i.scdn.co/image/2e9e61aa45f32c8d6c35a7e407d50ce1256df210
6ZjFtWeHP9XN7FeKSUe80S	Bing Crosby	243507	58	singer	adult standards	['adult standards', 'big band', 'easy listening', 'lounge', 'swing', 'vocal jazz']	https://i.scdn.co/image/bce578f0f9138f68d8868b1b7c0a2b11bffaab78
69UfPJgUmFFAVT740qGVZi	Ken Darby Singers	92	40	-	-	[]	-
735L650pvygCZZlPMyHqsN	John Scott Trotter & His Orchestra	111	40	-	-	[]	https://i.scdn.co/image/e4457aa225b7c7467b63169c69bf26aee9e6a8db
55Aa2cqylxrFIXC767Z865	Lil Wayne	8209221	91	singer	hip hop	['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']	https://i.scdn.co/image/3254e6574f08a55daaedceebd67f2721fffb57fe
2cADQgiLMjNhbsfeN52Bf3	Swizz Beatz	243546	72	rapper	battle rap	['battle rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/1c838b1017b10a120c6f51680356b74f349aeeed
718COspgdWOnwOFpJHRZHS	Luke Combs	1589796	84	singer	contemporary country	['contemporary country', 'country road']	https://i.scdn.co/image/a45a9d36520a2bbb0d95d99c678993a0644d0a5d
1p6CdzJRoicjRcSdWoB9Qc	Mitchell Tenpenny	80745	70	singer	contemporary country	['contemporary country', 'country pop', 'heartland rock']	https://i.scdn.co/image/40add9f66db5ff6207d3397dcdb15cc825ee6d5f
5YGY8feqx7naU7z4HrwZM6	Miley Cyrus	9615219	87	singer	dance pop	['dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/b5079187578650ea27fba00480ddf80182777fda
3hv9jJF3adDNsBSIQDqcjp	Mark Ronson	644873	84	singer	dance pop	['dance pop', 'pop', 'tropical house']	https://i.scdn.co/image/d91845f215e0a90b0d4b03bf930221fdf2316b97
0X2BH1fck6amBIoJhDVmmJ	Ellie Goulding	6860517	87	singer	dance pop	['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']	https://i.scdn.co/image/6d2f58ed590582ac66df4a48708019f9d28f2cd9
5fMUXHkw8R8eOP2RNVYEZX	Diplo	2035382	88	DJ	bmore	['bmore', 'edm', 'moombahton', 'ninja', 'pop']	https://i.scdn.co/image/4cd9e7bb3695a0989bfc3bad7cc6fb9a533a19cc
40LHVA5BTQp9RxHOQ9JPYj	Lauren Daigle	907125	77	singer	ccm	['ccm', 'christian music', 'worship']	https://i.scdn.co/image/7d1053864017a0a52f0d492ebf1ac79f1a016f28
2jku7tDXc6XoB6MO2hFuqg	Tory Lanez	2443773	85	singer	canadian hip hop	['canadian hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap music']	https://i.scdn.co/image/319b5b30148cb0614be70f115b272afc18ea69c7
1pPmIToKXyGdsCF6LmqLmI	Rich The Kid	1733907	85	rapper	atl hip hop	['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/94ca70abceac0ba63fba54c9a3336532f754db57
1r4hJ1h58CWwUQe3MxPuau	Maluma	16609105	93	singer	reggaeton	['reggaeton']	https://i.scdn.co/image/d12586e8e67dffd2ea281d6eeefbe4b06b06b69a
15UsOTVnJzReFVN1VCnxy4	XXXTENTACION	14877177	93	rapper	emo rap	['emo rap', 'miami hip hop']	https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
3wyVrVrFCkukjdVIdirGVY	Lil Pump	5930360	82	rapper	emo rap	['emo rap', 'miami hip hop', 'trap music']	https://i.scdn.co/image/aafa5a282b9af40a1a683c8fc20af99d7cd9fbdd
3QSQFmccmX81fWCUSPTS7y	Dean Lewis	680151	81	singer	australian pop	['australian pop', 'pop', 'uk pop']	https://i.scdn.co/image/b6aca85f08e5d43047a76175b821ac3ee3067e59
7Gkyjs2OYQpJdOvvmwIz2Z	Pardison Fontaine	120039	62	rapper	nyc rap	['nyc rap']	https://i.scdn.co/image/416289b17b068740c058d053a4f8c3db0d9e9717
39NR3AUhpbbqKM33vWn2fp	Brothers Osborne	505023	70	duo	contemporary country	['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']	https://i.scdn.co/image/a155dad129488d3a7b6ab980e12c53de1215bb8c
7x8nK0m0cP2ksQf0mjWdPS	Dierks Bentley	1904205	75	singer	contemporary country	['contemporary country', 'country', 'country road', 'modern country rock']	https://i.scdn.co/image/579d55c439738a618c53861cfd3504666866db02
69GGBxA162lTqCwzJG5jLp	The Chainsmokers	13528120	91	DJ	electropop	['electropop', 'pop', 'tropical house']	https://i.scdn.co/image/960547a625bc2eb742bb3dd170cbc049d2e94cf9
3RqBeV12Tt7A8xH3zBDDUF	Kelsea Ballerini	681714	78	singer	contemporary country	['contemporary country', 'country', 'pop']	https://i.scdn.co/image/01b7e0e05f3c844f0f7fe7d976f7bfddda96cdf1
6vXTefBL93Dj5IqAWq6OTv	French Montana	2966881	85	rapper	hip hop	['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/6fe062cad801b595ecf58818453a624bcbc65957
6qqNVTkY8uBg9cP3Jd7DAH	Billie Eilish	12391614	97	singer	electropop	['electropop', 'pop']	https://i.scdn.co/image/bcf71477d890a736eb769dc5f8af4e7d28278824
2hJPr4lk7Q8SSvCVBl9fWM	Kip Moore	741766	69	singer	contemporary country	['contemporary country', 'country', 'country road', 'modern country rock']	https://i.scdn.co/image/e0b90f332aaeb2c7dc1647fb3b652129ee8c5f43
2R21vXR83lH98kGeO99Y66	Anuel AA	7636089	96	singer	reggaeton flow	['reggaeton flow', 'trap latino']	https://i.scdn.co/image/8eebdbd3738acd6a69228ed3240a06e4e53ca651
5lwmRuXgjX8xIwlnauTZIP	Romeo Santos	8696046	86	singer	bachata	['bachata', 'latin', 'tropical']	https://i.scdn.co/image/573323ce254851c2c0b616758c9e9413948cd16b
1RyvyyTE3xzB2ZywiAwp0i	Future	7985083	90	singer	atl hip hop	['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/d5ac5dc59664cf7c64795271602316dde494a6d1
7n2wHs1TKAczGzO7Dd2rGr	Shawn Mendes	19384414	96	singer	canadian pop	['canadian pop', 'pop', 'viral pop']	https://i.scdn.co/image/6bd59cfbd3e1e6394af710bddcd62999aae31c6f
4npEfmQ6YuiwW1GpUmaq3F	Ava Max	587007	83	singer	dance pop	['dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/680ce21fb0a4bf8d5203228ab6e07e5f113f6c0c
0HkcYmcjrBR3SCw9Ld5VZk	Calboy	151853	75	singer	chicago rap	['chicago rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/275ef2ab2bcba1ca51ce3a794d81ac53cfb36857
6M2wZ9GZgrQXHCFfjv46we	Dua Lipa	13064444	87	singer	dance pop	['dance pop', 'pop', 'post-teen pop', 'uk pop']	https://i.scdn.co/image/aa46a79617c6e05f61d2718b189d8fa0dc29863b
2X97ZAqRKRMYFIDqtvGgGc	Silk City	41271	71	band	edm	['edm', 'house', 'tropical house']	https://i.scdn.co/image/451880acb4a647648b78bd23ce0b3294003c4f37
0hCNtLu0JehylgoiP8L4Gh	Nicki Minaj	16001789	92	singer	dance pop	['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']	https://i.scdn.co/image/4233ffd43c44fff4f1ffdcdf19484c94aa103ebd
4YLtscXsxbVgi031ovDDdh	Chris Stapleton	1734657	80	singer	contemporary country	['contemporary country']	https://i.scdn.co/image/e11519e9cd6bcc5777a2e2a1cd47d0ca19446882
31W5EY0aAly4Qieq6OFu6I	A Boogie Wit da Hoodie	3276918	90	singer	rap	['rap', 'trap music']	https://i.scdn.co/image/6a7ee0cf6328bfdd8b7fe441523dee08c9c1e542
7HkdQ0gt53LP4zmHsL0nap	Ella Mai	1955512	81	singer	dance pop	['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b']	https://i.scdn.co/image/575a623d09d4b40a0c1e956ced7e7b0378e0e58a
0YWxKQj2Go9CGHCp77UOyy	Fabolous	1272079	74	rapper	dance pop	['dance pop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'trap music', 'urban contemporary']	https://i.scdn.co/image/6e1c2c7512e8432b4ef2f2fbeb80fdb3c8593ea8
2rhFzFmezpnW82MNqEKVry	Ski Mask The Slump God	2449216	83	rapper	miami hip hop	['miami hip hop', 'rap', 'trap music', 'underground hip hop']	https://i.scdn.co/image/677d1c0829af1f795836467a2cbe44b34ee01323
5LHRHt1k9lMyONurDHEdrp	Tyga	5013023	92	rapper	pop	['pop', 'pop rap', 'rap', 'trap music']	https://i.scdn.co/image/25a8fb1bdf4dcca55654e24081ba8b2c98142d3e
1sBkRIssrMs1AbVkOJbc7a	Rick Ross	3351488	88	rapper	dirty south rap	['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/d385491147314cbbe2826da3a379902891f97213
3nFkdlSjzX9mRTtwJOzDYB	JAY Z	4863076	84	rapper	east coast hip hop	['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']	https://i.scdn.co/image/4912d27d6b01dd790313d8ef76586be6b100550f
7kwCkEJ384PWm0UQW3hxjS	Yella Beezy	365362	69	rapper	dfw rap	['dfw rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/11a3f17d7f03d9eefacd2423c9900c74cb6f7432
3CbYyyd8wH3RT6t0jwpdzC	Murda Beatz	93612	74	rapper	canadian hip hop	['canadian hip hop']	https://i.scdn.co/image/148940b6347ae633109cf0767e1b5c42cf61b95f
7gZfnEnfiaHzxARJ2LeXrf	6ix9ine	4205712	84	rapper	emo rap	['emo rap']	https://i.scdn.co/image/cb2fa696eab4e8295ed211d1a051027145afa10a
50co4Is1HCEo8bhOyUWKpn	Young Thug	4309665	95	rapper	atl hip hop	['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']	https://i.scdn.co/image/10ea494021e8341a2b5a8fcc8cd3b9a000cbc878
757aE44tKEUQEqRuT6GnEB	Roddy Ricch	504080	82	singer	rap	['rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/1648be767a172c9225d46eec363ea96554c6d198
1URnnhqYAYcrqrcwql10ft	21 Savage	6573993	89	rapper	atl hip hop	['atl hip hop', 'rap', 'trap music']	https://i.scdn.co/image/cfd6e47fbe4446750ec209dfa37bc919cb55c86f
34Y0ldeyUv7jBvukWOGASO	Bobby Shmurda	818340	66	rapper	nyc rap	['nyc rap', 'trap music']	https://i.scdn.co/image/5317e07d7271035084c02bc5aed5a3293e44f1df
7z5WFjZAIYejWy0NI5lv4T	Dan + Shay	1060713	80	duo	contemporary country	['contemporary country']	https://i.scdn.co/image/4fab6d2b5a3be7322bc13100e9c1d30f5ac56993
6Xgp2XMz1fhVYe7i6yNAax	Trippie Redd	3340189	89	rapper	rap	['rap', 'trap music']	https://i.scdn.co/image/18d243ea2cd23ad420c1afc8c6bb9f92e8fa5885
0iEtIxbK0KxaSlF7G42ZOp	Metro Boomin	1427491	83	DJ	hip hop	['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/8986705c72b71411c261c0f9eb65b6a2c04cfe90
64M6ah0SkkRsnPGtGiRAbb	Bebe Rexha	3960729	88	singer	dance pop	['dance pop', 'pop', 'post-teen pop', 'uk pop']	https://i.scdn.co/image/21e82531e39988a7bed91d8278ebdd01018179e7
4BYxqVkZyFjtik7crYLg5Q	Chris Young	1545836	74	singer	contemporary country	['contemporary country', 'country', 'country road', 'modern country rock']	https://i.scdn.co/image/2ad9e90e5d96aa57ee07b66e8920257f854d06c3
1E2AEtxaFaJtH0lO7kgNKw	Russell Dickerson	175140	71	singer	contemporary country	['contemporary country', 'country', 'country road', 'modern country rock']	https://i.scdn.co/image/5d3f45260719e1b5b56f922e43e68bc7149e4ab4
3Y7RZ31TRPVadSFVy1o8os	H.E.R.	1664803	81	singer	pop	['pop']	https://i.scdn.co/image/db35f97fba5e334b8a1a10285e8bc462c8b89f12
20wkVLutqVOYrc0kxFs7rA	Daniel Caesar	1488041	82	singer	canadian contemporary r&b	['canadian contemporary r&b', 'pop']	https://i.scdn.co/image/f9dbecfbec79585821a0058c96fde9a57b9c106c
5K4W6rqBFWDnAN6FQUkS6x	Kanye West	10193667	91	singer	chicago rap	['chicago rap', 'hip hop', 'pop rap', 'rap']	https://i.scdn.co/image/a12d8543e28d71d9f1e7f5f363c1a6c73316f9e6
2kCcBybjl3SAtIcwdWpUe3	Lil Peep	2509822	84	singer	emo rap	['emo rap', 'lgbtq+ hip hop']	https://i.scdn.co/image/78e5cfd1a377b3d820d452c6b9e964f2e29c6430
5zctI4wO9XSKS8XwcnqEHk	Lil Mosey	902289	79	-	rap conscient	['rap conscient', 'trap music', 'vapor trap']	https://i.scdn.co/image/15a0a3ffdcc83ce2f4e2c249f1f369cc63bfc147
5JZ7CnR6gTvEMKX4g70Amv	Lauv	1584053	87	singer	dance pop	['dance pop', 'pop']	https://i.scdn.co/image/b8e5a173980dc1ae272a3db8cf40792d1fc369a5
1dfeR4HaWDbWqFHLkxsg1d	Queen	18990493	92	band	glam rock	['glam rock', 'rock']	https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982
0VRj0yCOv2FXJNP47XQnx5	Quavo	3187726	88	singer	atl hip hop	['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/5bbc6877502c2a0db474b3b2bd48a073f5048bc2
6C1ohJrd5VydigQtaGy5Wa	Joyner Lucas	841591	80	singer	boston hip hop	['boston hip hop', 'hip hop', 'pop rap', 'rap']	https://i.scdn.co/image/994fdbaf1eff70a1263ec509bc857e73450871e1
7dGJo4pcD2V6oG8kP0tJRR	Eminem	29084503	94	rapper	detroit hip hop	['detroit hip hop', 'g funk', 'hip hop', 'rap']	https://i.scdn.co/image/60c4daa4721f666c6afaee82a39bd413979a0474
37hAfseJWi0G3Scife12Il	City Girls	451051	78	duo	pop	['pop', 'trap queen']	https://i.scdn.co/image/b606291882c6e761da8369913ff02c48e59ebbc7
2IvkS5MXK0vPGnwyJsrEyV	Eric Church	2159060	77	singer	contemporary country	['contemporary country', 'country', 'country road', 'modern country rock']	https://i.scdn.co/image/f052d17f87d18447b42ddf9c31b8721461c30d44
6s22t5Y3prQHyaHWUN1R1C	AJR	907431	79	band	modern rock	['modern rock', 'pop']	https://i.scdn.co/image/c3c913b76f3c7f6de6c464ac1ae357a412adf79f
0A0FS04o6zMoto8OKPsDwY	YG	1850716	87	rapper	cali rap	['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/54e16374b78169a0dde4a3b240b9e6a1baab8e58
17lzZA2AlOHwCwFALHttmp	2 Chainz	4794317	85	rapper	atl hip hop	['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/8a0f9090548262a85cceef38650642d3037fd1e0
0c173mlxpT3dSFRgMO8XPh	Big Sean	6461820	85	rapper	detroit hip hop	['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/ace48339c5cdca66a84a780aa0e6420b35b638c3
1CUeN4GnHAGUk9nAXPorF4	Kodie Shane	64305	58	singer	atl hip hop	['atl hip hop', 'trap queen', 'vapor trap']	https://i.scdn.co/image/ca5d03d7348be0700f9e61d976239f4ceff2283c
1ShZZUjkbXCjhwrb18BA8I	Bryce Vine	203079	78	singer	pop	['pop', 'pop rap']	https://i.scdn.co/image/cd41956eaa9a5c72415a5ddac55eddab92799dcd
06HL4z0CvFAxyc27GXpf02	Taylor Swift	22390304	97	singer	dance pop	['dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/62b33d12e2b9a033cf77585f6e3d4b2c6b3a63a1
3EW0kQ1skZiK1NHg3Spt9J	Takeoff	509718	72	rapper	atl hip hop	['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']	https://i.scdn.co/image/b3d20d4db6f6f9162970b20d9784271aaf1fb9b4
3KedxarmBCyFBevnqQHy3P	Jessie Reyez	453580	80	singer	canadian contemporary r&b	['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop']	https://i.scdn.co/image/ced89c21774304e48717109d45d053720749f466
7CajNmpbOovFoOoasH2HaY	Calvin Harris	17931325	89	DJ	edm	['edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']	https://i.scdn.co/image/1fd90cd274102d458ec3a9243ced32e659738133
2wY79sveU1sp5g7SokKOiI	Sam Smith	9507679	92	singer	pop	['pop']	https://i.scdn.co/image/43c481adb3f39709882a7058c2c4c7538d79aa17
