artist_id	album_id	release_date	release_date_precision
1Mxqyy3pSjf8kZZL4QVxS0	7gmak9ZGm10y4PtZa9SBQn	2015-04-21	day
40LHVA5BTQp9RxHOQ9JPYj	6pmoTLfsPpn0wisT3YFJSN	2018-09-07	day
4kYSro6naA4h99UJvo89HB	4KdtEKjY3Gi0mKiSdy96ML	2018-04-06	day
13y7CgLHjMVRMDqxdx0Xdo	5xqQtdlJUY7Fg4BMp13LrX	2018-12-07	day
718COspgdWOnwOFpJHRZHS	1lhNch5NkOONvFhRPh8qaj	2017-06-02	day
5v8jlSmAQfrkTjAlpUfWtu	4rBIMMvhMZMa3Q0X4LRYQi	2014-10-07	day
53XhwfbYqKCa1cC15pYq2q	3JfSxDfmwS5OeHPwLSkrfr	2018-11-09	day
55Aa2cqylxrFIXC767Z865	50yFYgKdwJANZ5O9MIbMkg	2018-09-28	day
15UsOTVnJzReFVN1VCnxy4	2Ti79nwTsont5ZHfdxIzAm	2018-03-16	day
4sj6D0zlMOl25nprDJBiU9	1V0QZHpLMJd9b4EBLAarX1	2013-09-27	day
5y2Xq6xcjJb2jVM54GHK3t	1rJRpYs4BJ7GIDG0zZCJSM	2018-10-26	day
6cXMpsP9x0SH4kFfMyVezF	4kqXw1yf9EKamws0zCarGt	2007-10-09	day
5ixB75BQR3ADoWQkcHQJTs	3BPDSjoJlho8oiUPUNrShM	1947	year
20JZFwl6HVl6yg8a4H3ZqK	6ApYSpXF8GxZAgBTHDzYge	2018-06-22	day
3YQKmKGau1PzlVlkL1iodx	621cXqrTSSJi1WqDMSLmbL	2018-10-05	day
26AHtbjWKiwYzsoGoUZq53	082VlX7cBth0o8xqDGclNn	2015-10-30	day
1URnnhqYAYcrqrcwql10ft	3IO8IPjwXuzPJnoaqkwYrj	2018-11-06	day
6eUKZXaKkcviH0Ku9w2n3V	3T4tUhGYeRNVUGevb0wThu	2017-03-03	day
6qqNVTkY8uBg9cP3Jd7DAH	7fRrTyKvE4Skh93v97gtcU	2017-12-22	day
7dGJo4pcD2V6oG8kP0tJRR	3HNnxK7NgLXbDoxRZxNWiR	2018-08-31	day
3WrFJ7ztbogyGnTHbHJFl2	1WMVvswNzB9i2UMh9svso5	2018-11-09	day
7HkdQ0gt53LP4zmHsL0nap	4es0SCGoooYKR36713JWNz	2019-07-11	day
3BmGtnKgCSGYIUhmivXKWX	0t70lpfTyHEv0uuq21fhdZ	2013-10-25	day
0MHgLfmQdutffmvWe5XBTN	1LAGbpQJIl1vUhpGmmnSUd	1965-01-01	day
1p6CdzJRoicjRcSdWoB9Qc	4ZRa15xusMfr3hLWUNGBG0	2018-12-14	day
2rhFzFmezpnW82MNqEKVry	0z0z4DcXhHiobX5ZKAw8Qn	2018-11-30	day
6Xgp2XMz1fhVYe7i6yNAax	6qRbGZqJ3aQY8N8bcHc1ug	2018-11-09	day
246dkjvS1zLTtiykXe5h60	5s0rmjP8XOPhP6HhqOhuyC	2016-12-09	day
4STHEaNw4mPZ2tzheohgXB	3uLrSFrNqa8CULSIU7e9v5	2018-09-07	day
3EA9hVIzKfFiQI0Kikz2wo	68ic1ZsRo0DIodoDYZXcM5	2018-10-26	day
3gd8FJtBJtkRxdfbTu19U2	0Wmnkh4lzGy5rgkUPOjYbg	2018-11-16	day
3oSJ7TBVCWMDMiYjXNiCKE	3950MST9uRPKyh4Prv7lh1	2019-07-12	day
5ZsFI1h6hIdQRw2ti0hz81	2aE3VcIiNPqqo4VzOXiDoR	2018-12-14	day
6LuN9FCkKOj5PcnpouEgny	6kf46HbnYCZzP6rjvQHYzg	2017-04-27	day
53XhwfbYqKCa1cC15pYq2q	33pt9HBdGlAbRGBHQgsZsU	2017-06-23	day
6ZjFtWeHP9XN7FeKSUe80S	3My4DXwRjAS5HXontsJx1A	2006-01-01	day
378dH6EszOLFShpRzAQkVM	7wfjL0ZBEycLvXzJmHF45g	2018-10-19	day
7z5WFjZAIYejWy0NI5lv4T	0g1F5eGVwX4Sxi1n8ojPkE	2018-06-22	day
0hCNtLu0JehylgoiP8L4Gh	2acDkDTWdNFie1HjcFa4Ny	2018-08-10	day
4YLtscXsxbVgi031ovDDdh	7lxHnls3yQNl8B9bILmHj7	2015-05-04	day
49e4v89VmlDcFCMyDv9wQ9	4Kd6niUoyuNkcLRVmThm0H	1966	year
15UsOTVnJzReFVN1VCnxy4	5VdyJkLe3yvOs0l4xXbWp0	2017-08-25	day
08GQAI4eElDnROBrJRGE0X	0BwWUstDMUbgq2NYONRqlu	1977-02-04	day
3fMbdgg4jU18AjLCKBhRSm	1C2h7mLntPSeVYciMRTF4a	1982-11-30	day
0LyfQWJT6nXafLPZqxe9Of	4dPosP4Io4sDCmeiCxVHW0	2018-11-16	day
3Nrfpe0tUJi4K4DXYWgMUX	2lATw9ZAVp7ILQcOKPCPqp	2018-08-24	day
7n2wHs1TKAczGzO7Dd2rGr	2VP96XdMOKTXefI8Nui23s	2018-05-25	day
6LuN9FCkKOj5PcnpouEgny	4UNwL1B7JoymNUiTFJa52B	2018-10-19	day
4MCBfE4596Uoi2O4DtmEMz	6P9PZjWXoCRF5b66BafPKY	2018-10-19	day
2YZyLoL8N0Wb9xBt1NhZWg	4eLPsYPBmXABThSJ821sqY	2017-04-14	day
6oMuImdp5ZcFhWP0ESe6mG	7fd7SEK25VS3gJAUgSwL6y	2018-01-26	day
1eEfMU2AhEo7XnKgL7c304	5GMAtv4CU6GYQMo36Uuiqc	1978-10-13	day
4GvEc3ANtPPjt1ZJllr5Zl	5EEkfRgfYHiFu0lGur6Z6M	2018-04-12	day
4yiQZ8tQPux8cPriYMWUFP	58qdMDlJaZBYleY7Bf0gNc	2017-10-06	day
6PAt558ZEZl0DmdXlnjMgD	1L3jhywNGVbRmOjprKPvzj	2018-10-12	day
2jku7tDXc6XoB6MO2hFuqg	0RK6vpJWuCZpNWNdRJ8rpY	2018-10-26	day
2RDOrhPqAM4jzTRCEb19qX	15Id9Jrqab8IwHFirdrrLp	2018-10-05	day
06HL4z0CvFAxyc27GXpf02	6DEjYFkNZh67HP7R9PSZvv	2017-11-10	day
4sj6D0zlMOl25nprDJBiU9	4dcJHxlOJwtyypL7sx1qch	1963	year
4LLpKhyESsyAXpc4laK94U	5wtE5aLX5r7jOosmPhJhhk	2018-08-03	day
5f7VJjfbwm532GiveGC0ZK	7yf9ZJyHRbp8sHtpDKfPpt	2018-05-18	day
0fiWOxhsBsQQvFDtxUQWo0	3TJSHb2z7Zo2K8ff8bMSik	2018-12-07	day
3PhoLpVuITZKcymswpck5b	1uzIyRT1QxDx4fMIX0UiAE	2017-11-10	day
2QsynagSdAqZj3U9HgDzjD	4jKeipwuUTjlx9USNYdhZn	2002-01-01	day
3oSJ7TBVCWMDMiYjXNiCKE	4QAC6FquY8D0RXom13iE5J	2019-06-21	day
3WrFJ7ztbogyGnTHbHJFl2	0ETFjACtuP2ADo6LFhL6HN	1969-09-26	day
69GGBxA162lTqCwzJG5jLp	6ZvDJs17O3woQirttKRYCG	2018-12-14	day
0LyfQWJT6nXafLPZqxe9Of	4A5q8ZjS2S7kXoixcEU81B	2018-12-07	day
4xFUf1FHVy696Q1JQZMTRj	6LURWtPusB5fGenqj0lbFd	2018-09-14	day
3mIj9lX2MWuHmhNCA7LSCW	6PWXKiakqhI17mTYM4y6oY	2018-11-30	day
4NpFxQe2UvRCAjto3JqlSl	7zeCZY6rQRufc8IHGKyXGX	2018-10-19	day
0qSX3s5pJnAlSsgsCne8Cz	6FjK2XLQJloz36NgRciCHv	2016-10-28	day
1gPhS1zisyXr5dHTYZyiMe	0iU6k5p5NFNbAc1MOFMusJ	2018-09-28	day
3TVXtAsR1Inumwj472S9r4	6X1x82kppWZmDzlXXK3y3q	nov/20	year
7dGJo4pcD2V6oG8kP0tJRR	1zUY4PAFrNUOCeaEBrEHzh	2005-12-06	day
4O15NlyKLIASxsJ0PrXPfz	733e1ZfktLSwj96X5rsMeE	2017-08-25	day
1uNFoZAHBGtllmzznpCI3s	63MKT9hwmiMFFdFp5SdB1p	2011-01-01	day
3FfvYsEGaIb52QPXhg4DcH	5f34GtT1lzD6MVCTZcffNh	2018-04-13	day
4nDoRrQiYLoBzwC5BhVJzF	2vD3zSQr8hNlg0obNel4TE	2018-01-12	day
5OSQDUNmll299ldFIF1Dau	2lKNtQvCX966OIbIdn14TW	1998-09-15	day
4S9EykWXhStSc15wEx8QFK	0LvrjOn7CrNSs0jVUvrgVy	1998	year
0k17h0D3J5VfsdmQ1iZtE9	4LH4d3cOWNNsVw41Gqt2kv	1973-03-01	day
3YQKmKGau1PzlVlkL1iodx	3cQO7jp5S9qLBoIVtbkSM1	2015-05-15	day
0VRj0yCOv2FXJNP47XQnx5	2DjfazR5N3TgXBQ7oVALA1	2018-10-12	day
6fOMl44jA4Sp5b9PpYCkzz	1KOmHyNLuOe5YrPhD3Juuf	2017-10-06	day
0du5cEVh5yTK9QJze8zA0C	4PgleR09JVnm3zY1fW3XBA	2016-11-17	day
1dfeR4HaWDbWqFHLkxsg1d	1uG9cIT7IRuq9NqFvKFUsI	1991-10-28	day
0rvjqX7ttXeg3mTy8Xscbt	1Gtf2hZQlOGVER16uemmzR	2006-07-31	day
3Y7RZ31TRPVadSFVy1o8os	3ZQZrCJHXZ1G6EYxzYGhuA	2019-07-11	day
7tYKF4w9nC0nq9CsPZTHyP	76290XdXVF9rPzGdNRWdCh	2017-06-09	day
04gDigrS5kc9YWfZHwBETP	1Li4rADxSxjT2g4xqUcMYh	2018-06-15	day
5Rl15oVamLq7FbSb0NNBNy	2D0Hi3Jj6RFnpWDcSa0Otu	2018-06-15	day
3TVXtAsR1Inumwj472S9r4	40GMAhriYJRO1rsY4YdrZb	2016-05-06	day
4YLtscXsxbVgi031ovDDdh	5L0e8X6Mf9lfjs2miK2WUB	2017-05-05	day
6Xgp2XMz1fhVYe7i6yNAax	214f4uAY0p2KgY7Fl4fBgk	2018-08-10	day
4tX2TplrkIP4v05BNC903e	3q6Bz38jmqRDkXI7j5Hb9Y	2008-05-20	day
6x2LnllRG5uGarZMsD4iO8	4w5Jvreahp3yvLqc4vCr9I	2017-09-08	day
53XhwfbYqKCa1cC15pYq2q	6nxDQi0FeEwccEPJeNySoS	dez/20	year
6l3HvQ5sa6mXTsMTB19rO5	4Wv5UAieM1LDEYVq5WmqDd	2018-04-20	day
3fMbdgg4jU18AjLCKBhRSm	77dNyQA0z8dV33M4so4eRY	2005-07-19	day
2IvkS5MXK0vPGnwyJsrEyV	5TjDN2hfsgNWVtP8Ew56Xx	2018-10-05	day
02rd0anEWfMtF7iMku9uor	0V59zTtkUXNwrrLkzlGXTK	2018-12-07	day
4x1nvY2FN8jxqAFA0DA02H	7mXg4fLJHmmnjAahH15Wsj	2010-10-04	day
26VFTg2z8YR0cCuwLzESi2	7GjG91tyHQNGEHzKJaqOi0	2017-06-02	day
1KCSPY1glIKqW2TotWuXOR	7hwhuEQT4Fp5bzwLlYZtiz	2017-10-13	day
6eUKZXaKkcviH0Ku9w2n3V	1xn54DMo2qIqBuMqHtUsFd	2014-06-21	day
7wlFDEWiM5OoIAt8RSli8b	6ee8lju8zGwQ6Pkr5tZSts	2018-04-27	day
5WUlDfRSoLAfcVSX1WnrxN	0DB01cPUt66gHPLL1JcdQq	2017-11-17	day
1Xyo4u8uXC1ZmMpatF05PJ	2ODvWsOgouMbaA5xf0RkJe	2016-11-25	day
4IVAbR2w4JJNJDDRFP3E83	3fc97ZWLIMc1xawhxbKrh2	2018-09-14	day
3TVXtAsR1Inumwj472S9r4	1lXY618HWkwYKJWBRYR4MK	2017-03-18	day
7K78lVZ8XzkjfRSI7570FF	3No96PtEFyRfX1oELmZTPu	2002-09-24	day
64M6ah0SkkRsnPGtGiRAbb	4TOkZvtqNpg5UHyGxCn0mS	2018-06-22	day
7wlFDEWiM5OoIAt8RSli8b	4tCZ22E9RnUz09OaDJfaoO	2018-09-14	day
6l3HvQ5sa6mXTsMTB19rO5	7viNUmZZ8ztn2UB4XB3jIL	2014-12-09	day
1i8SpTcr7yvPOmcqrbnVXY	0SukGZiXMtmsZoxstkBtNR	2018-08-24	day
0LyfQWJT6nXafLPZqxe9Of	6pZj4nvx6lV3ulIK3BSjvs	2016-11-18	day
4STHEaNw4mPZ2tzheohgXB	48rypPDKdKiusMXKaYcEGV	1980-05-16	day
2YZyLoL8N0Wb9xBt1NhZWg	748dZDqSZy6aPXKcI9H80u	dez/20	year
5zctI4wO9XSKS8XwcnqEHk	6lggWd5q9Rh66OkDE1eNDr	2018-10-19	day
3hcs9uc56yIGFCSy9leWe7	3EwMFeUkcp36t9IVJ8d54q	2018-11-09	day
3qm84nBOXUEQ2vnTfUTTFC	3I9Z1nDCL4E0cP62flcbI5	1987-01-01	day
6olE6TJLqED3rqDCT0FyPh	2uEf3r9i2bnxwJQsxQ0xQ7	1991-09-26	day
70kkdajctXSbqSMJbQO424	7f6xPqyaolTiziKf5R5Z0c	2018-03-30	day
20JZFwl6HVl6yg8a4H3ZqK	6twKQ0EsUJHVlAr6XBylrj	2016-01-15	day
0fiWOxhsBsQQvFDtxUQWo0	6MTPPsqX8KnmDWmnQmbxJ5	2017-02-10	day
7d3WFRME3vBY2cgoP38RDo	0CuYNS755Ow710G2E7aLDE	2017-12-12	day
711MCceyCBcFnzjGY4Q7Un	6mUdeDZCsExyJLMdAfDuwh	1980-07-25	day
485uL27bPomh29R4JmQehQ	3RRcYI9ZM3nOiIo3bzaLeJ	1994-10-25	day
2ye2Wgw4gimLv2eAKyk1NB	2Kh43m04B1UkVcpcRa1Zug	1991-01-01	day
06HL4z0CvFAxyc27GXpf02	1yGbNOtRIgdIiGHOEBaZWf	2014-01-01	day
0Y5tJX1MQlPlqiwlOH1tJY	42WVQWuf1teDysXiOupIZt	2016-09-16	day
7bXgB6jMjp9ATFy66eO08Z	3zak0kNLcOY5vFcB3Ipskp	2017-10-31	day
6M2wZ9GZgrQXHCFfjv46we	01sfgrNbnnPUEyz6GZYlt9	2017-06-02	day
1Mxqyy3pSjf8kZZL4QVxS0	2QRrrjJcbfHSx79HbXLpdl	1948	year
1yjracK9CNmMgZo5myCuqu	14hC5eBiPUxdPa90eCzwrR	2018-07-13	day
293zczrfYafIItmnmM3coR	1DILNh7maaYyKxe15V9xLq	1986-01-01	day
4YLtscXsxbVgi031ovDDdh	24fkX2Gdqw4a6pR9BUYbE5	2017-12-01	day
3WrFJ7ztbogyGnTHbHJFl2	7vEJAtP3KgKSpOHVgwm3Eh	2000-11-13	day
66CXWjxzNUsdJxJ2JdwvnR	3OZgEywV4krCZ814pTJWr7	2016-05-20	day
1Xyo4u8uXC1ZmMpatF05PJ	0P3oVJBFOv3TDXlYRhGL7s	2015-08-28	day
6Ff53KvcvAj5U7Z1vojB5o	5nQhqsmAirtZqHID6tkcnh	1998	year
4dpARuHxo51G3z768sgnrY	1azUkThwd2HfUDdeNeT147	2011-01-19	day
6eJqAWJdd8JhAN1pQGie4r	4A2NkqIDg3izF2Kk8Xo6uB	2018-11-16	day
1C5vXvYnmVVTKw4GVCKGzM	5xQ0KM8XKMArNsfwlzdkrv	2018-12-14	day
0ECwFtbIWEVNwjlrfc6xoL	2Lgsa7jbu86SK5zJVFCh3S	1976	year
1wZtkThiXbVNtj6hee6dz9	4zbMionGv9W33xjQfoMyuo	2018-12-14	day
3WrFJ7ztbogyGnTHbHJFl2	6QaVfG1pHYl1z15ZxkvVDW	1967-06-01	day
1ZwdS5xdxEREPySFridCfh	4CzT5ueFBRpbILw34HQYxi	1996	year
3EW0kQ1skZiK1NHg3Spt9J	5XRCcUfwtLNQflDd9cfz4U	2018-11-02	day
3MZsBdqDrRTJihTHQrO6Dq	34GQP3dILpyCN018y2k61L	2018-10-26	day
46SHBwWsqBkxI7EeeBEQG7	51wp3EOOp2mBIjhZjR7W0i	2017-08-18	day
20wkVLutqVOYrc0kxFs7rA	3xybjP7r2VsWzwvDQipdM0	2017-08-25	day
5pKCCKE2ajJHZ9KAiaK11H	4UlGauD7ROb3YbVOFMgW5u	2016-01-28	day
3lPQ2Fk5JOwGWAF3ORFCqH	3magaLME88Nwqz6ODcKJG9	2018-12-07	day
3Mcii5XWf6E0lrY3Uky4cA	0EVgPaKOC8o9JFVpKLMSoz	2018-12-07	day
0E3pLs4jXz9tDQGY8m1A1d	0J6Ujzcx1ladoPha3cFQCE	2018-12-07	day
3sDbKMebVH2VYcRSl7u1VC	5eDLHSsctG7CccVeYSTLeh	2018-10-05	day
44NX2ffIYHr6D4n7RaZF7A	2CEyisD97usC5nVY8yW16p	2018-12-07	day
4gzpq5DPGxSnKTe4SA8HAU	19CvkGjYpifkdwgVJSbog2	2018-12-07	day
32vWCbZh0xZ4o9gkz4PsEU	50FL6Vavo5CtZ1S9QQSJeO	2018-11-30	day
3A5tHz1SfngyOZM2gItYKu	66at85wgO2pu5CccvqUF6i	2018-11-30	day
57LYzLEk2LcFghVwuWbcuS	4hTM8jZ8DCCqglmZUDMSPz	2018-10-19	day
1i8SpTcr7yvPOmcqrbnVXY	4s05NbwGgw5SO42AdsN5Oo	2017-08-25	day
0C8ZW7ezQVs4URX5aX7Kqx	3N7eWDCvfWv34xWNohdHjO	2018-05-10	day
2wY79sveU1sp5g7SokKOiI	08jWgM4vSkTose4blKBWov	2014-01-01	day
4tMm1dU6Gn04VAZ9ClHcIZ	03AdJ15pTDdmxry6qkKwlO	2018-09-07	day
0A0FS04o6zMoto8OKPsDwY	5IYvKd22yQkJRfoIStesbX	2018-08-03	day
02kJSzxNuaWGqwubyUba0Z	1VAc77UvK5wj8ZSWCo3V2b	2017-12-15	day
0RESbWvOMyua0yuyVrztJ5	6BsJaQiuPWfXwytfZXQBLm	2018-11-23	day
3sFhA6G1N0gG1pszb6kk1m	1NkCbzb5GYIdcZwwbxb5PC	1971-12-07	day
2wUjUUtkb5lvLKcGKsKqsR	0LzVdypBGpn6dGuHqVGwwt	2018-11-30	day
2iojnBLj0qIMiKPvVhLnsH	5Pp9dmBGExH4FNLlaLsLde	2018-11-28	day
2rDxtYUzTAYJJE3Bl3Z5IN	2XTPulCL6EUx1thyJPnlmj	2018-11-30	day
3jK9MiCrA42lLAdMGUZpwa	3rqqwtJE89WoWvMyPTvbZc	2018-11-16	day
6MDME20pz9RveH9rEXvrOM	1MvF4ulZKH7SaDQs9rE5nc	2018-11-30	day
2iojnBLj0qIMiKPvVhLnsH	0DOSrX5RdPZhLBAuEmO6De	2018-11-27	day
4iHNK0tOyZPYnBU7nGAgpQ	64zK6tmksJw9gNZR0L4DVx	2018-11-16	day
1UTPBmNbXNTittyMJrNkvw	4Jk9oJP4aUo6X2XSwTgnBh	2012-10-02	day
6icQOAFXDZKsumw3YXyusw	4qplno3lbet8WvuTGdDG3T	2018-10-19	day
72OaDtakiy6yFqkt4TsiFt	5EM2ZGVQ4MZOA1iICy9vDc	2018-09-28	day
5OSQDUNmll299ldFIF1Dau	4KfdkUtpkLUhNew2iEnnJK	2004-10-12	day
6PjV05LlULv9XmFu7HeAia	5PLcDoTVZmaTyZBI4ES3xZ	2018-11-30	day
6zFYqv1mOsgBRQbae3JJ9e	7r36rel1M4gyBavfcJP6Yz	2001-10-02	day
7gZfnEnfiaHzxARJ2LeXrf	1ubczeMvCrPHbSEjgfu4a7	2018-04-10	day
5CCwRZC6euC8Odo6y9X8jr	6Vn8F3hERVHYYz5RfKmsAN	2018-11-23	day
4sTFGCigAQIUiEy8wSSQNF	46yopePcsVZujPJQrdLz35	2018-11-30	day
12Chz98pHFMPJEknJQMWvI	5OZgDtx180ZZPMpm36J2zC	2018-11-09	day
6APm8EjxOHSYM5B4i3vT3q	1OUSVsNCpP37xXhcTy7UgZ	2018-03-02	day
7kwCkEJ384PWm0UQW3hxjS	6Dnh20jLs9inTg4AZP7rw8	2018-11-16	day
3tJoFztHeIJkJWMrx0td2f	547DJFUYOl2SBYJbo2jZX1	2018-11-02	day
3e7awlrlDSwF3iM0WBjGMp	7Ho8gAx4haSxv1eFLQwvTj	2018-11-16	day
7wlFDEWiM5OoIAt8RSli8b	72g63eJx0aLyg2T0DCoTEC	2018-09-21	day
5VX8hxrcfJWwaTLiqGUHG3	7th3D4IFJFSGajVlS4DheM	2018-10-12	day
3TOqt5oJwL9BE2NG9MEwDa	1IpufqmucrxYUJQxf1AP0n	2018-10-19	day
2hlmm7s2ICUX0LVIhVFlZQ	5xtAAHr59ozJ2PQ67utEmi	2018-02-02	day
2xLqrYZxa9GYSCVn0STgxV	0m6B5ZF9TTOR0mkxVH3DWz	2018-09-28	day
6AUl0ykLLpvTktob97x9hO	3M683oGfLgaL300rp3xIT2	2018-11-09	day
37hAfseJWi0G3Scife12Il	6zzs0HMzEPRotJaEJe8uwJ	2018-11-16	day
6cXMpsP9x0SH4kFfMyVezF	70406c1Pa2F3BQscpLiUME	2018-09-21	day
3TVXtAsR1Inumwj472S9r4	2ZUFSbIkmFkGag000RWOpA	2013-01-01	day
699OTQXzgjhIYAHMy9RyPD	7dAm8ShwJLFm9SaJ6Yc58O	2018-05-11	day
7vCtweS8UVAXTyau2j0rDT	0qmQNcXPAl8V4wPFWC3QDx	2018-10-26	day
2EMAnMvWE2eb56ToJVfCWs	6eZdwrhB97A3EYx9QppGfl	2015-10-02	day
3Gm5F95VdRxW3mqCn8RPBJ	4mwO9qIVmngSe7yR5Ios0I	2018-08-15	day
2R21vXR83lH98kGeO99Y66	5pQwQRnQOuKrbVUVnGMEN4	2018-07-17	day
0FI0kxP0BWurTz8cB8BBug	50GCIDxmRhgriDpyzmV7qA	2018-11-16	day
40Yq4vzPs9VNUrIBG5Jr2i	77EO6ol1gIlCbFqDkjvO8Q	2018-11-16	day
08GQAI4eElDnROBrJRGE0X	06JqOkwwy91OxrApXclzYf	2018-11-16	day
610EjgFatGvVPtib97jQ8G	6JjEopFCXCRvPaD6W12GfQ	2018-11-16	day
43ZHCT0cAZBISjO8DG9PnE	3Jxbxc50mckc4xrw2dg4yD	2012-10-15	day
73GhYkwfPQzmfJb1cdPqPf	2JK8jhaT6PCbLUvB2Ea7a3	2018-11-16	day
1z7b1Pr1rSlvWRzsW3HOrS	48Kac3ieDtt9OSp9Fm4g9e	2018-09-07	day
2wSgVsgLUZeDJwoLcPO7ny	0IXxmmlfSQxgJNWnNjHhgJ	2018-11-02	day
39xmI59WrIMyyJjSDq6WCu	7JiKelPfVrHUCRNsu6k9lq	2018-11-09	day
716ZwtZBmwROBXcFmCzfdM	4ouZLB0SjZPBonKUKDaT5w	2018-11-16	day
6Q192DXotxtaysaqNPy5yR	097eYvf9NKjFnv4xA9s2oV	2006-01-01	day
5me0Irg2ANcsgc93uaYrpb	5XqEf16OrHdmMoNS1b6WDg	2007-03-05	day
0du5cEVh5yTK9QJze8zA0C	6J84szYCnMfzEcvIcfWMFL	2010-10-05	day
4MoAOfV4ROWofLG3a3hhBN	1DTBcVfk3zXPHRmgpY6rFZ	2016-05-13	day
137W8MRPWKqSmrBGDBFSop	0YFou4SbS16F4GhSADLDfz	2018-07-13	day
4dpARuHxo51G3z768sgnrY	0K4pIOOsfJ9lK8OjrZfXzd	2016-06-24	day
0iHb0mCbqZTYeb4y9Pirrd	1BLVdtavgYFMQvzvX3oHpe	2018-11-16	day
0LyfQWJT6nXafLPZqxe9Of	65ayND23IInUPHJKsaAqe7	2016-09-23	day
6yJCxee7QumYr820xdIsjo	4YjC2XwME8RP4rmSIeGK7I	2014-11-07	day
50JJSqHUf2RQ9xsHs0KMHg	59YYObx9wFEFG5zVdlfwvf	2018-11-09	day
7Ead768rc4ShGxnqtqccU5	5dOQW1FPAbkYYcHKEQSC1I	2018-11-09	day
0jW6R8CVyVohuUJVcuweDI	4PPZ216h9xlTOsjXPUMlPw	2018-11-09	day
5kuJibJcwOC53s3OkoGMRA	10cYvuRfY8IpASva845zgF	2018-11-09	day
7jmTilWYlKOuavFfmQAcu6	4rqLmj7ir7JlnF06QWZAF9	2018-11-02	day
3ZztVuWxHzNpl0THurTFCv	3gh9LlHXtUEPkqsWj60Qy7	2018-11-09	day
776Uo845nYHJpNaStv1Ds4	5z090LQztiqh13wYspQvKQ	1968-10-25	day
74KM79TiuVKeVCqs8QtB0B	29mlGxS6kxq1EHxlX1EAZK	2018-11-09	day
3FUY2gzHeIiaesXtOAdB7A	59vfDwwkrOGk9pytpJBclH	2018-11-09	day
4feAxLUxIU7G4KXhH0h2ni	1Q3D26T9v87fchbamiTRij	2018-11-09	day
0Raaw7kr1Vzat4ZvHzjsJR	6JmnnC2r3mvEFugTomuxWG	2018-11-09	day
74ASZWbe4lXaubB36ztrGX	5faKzawYFUfk3IRRe6ERXl	2018-11-02	day
77AiFEVeAVj2ORpC85QVJs	1VFgefav92A6JzlPSUatzV	2018-11-09	day
2zgG1GPDvjaBgxeQaVXI14	1npIDJ4fdjiYxTrWrY0t8z	2018-11-09	day
1z7b1Pr1rSlvWRzsW3HOrS	0lUL92det7mZ4DaHYmiUEC	2017-05-05	day
5JZ7CnR6gTvEMKX4g70Amv	7lqieLm717j9Z8JrG7POkS	2018-05-31	day
5vngPClqofybhPERIqQMYd	2CIOi72adKDDQpj9x69qpW	2004-01-01	day
7n2wHs1TKAczGzO7Dd2rGr	3wBabo4pmzsYjALMSKY7Iq	2017-04-20	day
1zNqDE7qDGCsyzJwohVaoX	7lPoGKpCGgdKFAxpudhAH5	2018-04-27	day
0iEtIxbK0KxaSlF7G42ZOp	0MV1yCXcNNQBfwApqAVkH0	2017-10-30	day
